factura,serie,familia,valor_clp,pagina_pdf
13985.0,HA1EAA1G,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA9Z3,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA9YX,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA82Y,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EAB2X,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA64X,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA64C,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA638,Lenovo P11 + teclado/lápiz,349999,49
13985.0,HA1EA62W,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA60R,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA416,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA3XV,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA3XQ,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA22G,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA20W,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA1ZX,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA02S,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1EA007,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9ZZX,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9Y2S,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9Y2K,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9WAQ,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9W35,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9T3W,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9R4T,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9P77,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9P74,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9P5G,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9M9Z,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9M9B,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9M5Y,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9KBW,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9K93,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9HBP,Lenovo P11 + teclado/lápiz,349999,50
13985.0,HA1E9HA7,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E9F3L,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E9FEJ,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E9FCT,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E9DCZ,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1EPDBB,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E99FJ,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E99EA,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E97LK,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E95KL,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E93H3,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E93GH,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E91LL,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E8ZLH,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E8ZJ4,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E8XKP,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E8STA,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1CV59P,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E91KD,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1D37YJ,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1D2W46,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1CVK85,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1D0TWV,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1D0WQF,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1E6L3P,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1D39VA,Lenovo P11 + teclado/lápiz,349999,51
13985.0,HA1D39WE,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1D0WVQ,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1D37TE,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1CVE64,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E9KAC,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E8SPD,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E8QM7,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E8NT9,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7VF2,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7SGV,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7SFK,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7SEX,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7SD1,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7SC3,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7QDJ,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E7NGM,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1E76Y6,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1CVBDC,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1CTXMW,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1D14Q3,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1D10Q4,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1D0WPD,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1D0PVY,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1DOMXR,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1DOL6B,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1CVK3Q,Lenovo P11 + teclado/lápiz,349999,52
13985.0,HA1CVH5Y,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA21CVH3X,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CVF69,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CVD89,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CVBB8,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CVB9N,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CV9A7,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CV78Z,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CV3GQ,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CV3DP,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CV3CQ,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E9W2R,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E9T2W,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1D0N1C,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E9Y3C,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1D0RTL,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CTVXT,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1D2R4W,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E9R6W,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1D1ELS,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E9R5E,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1D0YVY,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E8ZHX,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1D14M6,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1CVF68,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E6L39,Lenovo P11 + teclado/lápiz,349999,53
13985.0,HA1E8B0P,Lenovo P11 + teclado/lápiz,349999,54
13985.0,HA1E8XKJ,Lenovo P11 + teclado/lápiz,349999,54
13995.0,HA1BQRWR,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CV2V7,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CV3EC,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D3BRX,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CVDB2,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D0RY2,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CV7BV,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D0TT3,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CVQX1,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CTXKQ,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1BR39X,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D0N2Q,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D0RW9,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D2M9F,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CVM21,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1CVH9E,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D16HM,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D0PXT,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D2Y2X,Lenovo P11 + teclado/lápiz,349999,55
13995.0,HA1D0RSY,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1D18H2,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1D10R8,Lenovo P11 + teclado/lápiz,349999,56
13995.0,4a1CVM68,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1CVHAQ,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1BR78V,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1BREMZ,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1D2P6B,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1BRATG,Lenovo P11 + teclado/lápiz,349999,56
13995.0,HA1CVDCZ,Lenovo P11 + teclado/lápiz,349999,56
3684.0,355041994671050,Samsung A8/T295,154700,56
3684.0,355041994671630,Samsung A8/T295,154700,56
13981.0,358893199812328,Samsung A8/T295,142205,56
13981.0,358893199809795,Samsung A8/T295,142205,56
13981.0,358893196922864,Samsung A8/T295,142205,56
13981.0,358893196922542,Samsung A8/T295,142205,56
13981.0,358893196848663,Samsung A8/T295,142205,56
13981.0,358893196922104,Samsung A8/T295,142205,56
13981.0,358893196922161,Samsung A8/T295,142205,56
13981.0,358893196843920,Samsung A8/T295,142205,57
13981.0,358893196843276,Samsung A8/T295,142205,57
13981.0,358893196847475,Samsung A8/T295,142205,57
13981.0,358893196849299,Samsung A8/T295,142205,57
13981.0,358893196851501,Samsung A8/T295,142205,57
13981.0,358893196911016,Samsung A8/T295,142205,57
13981.0,358893196852871,Samsung A8/T295,142205,57
13981.0,358893196921478,Samsung A8/T295,142205,57
13981.0,358893196919548,Samsung A8/T295,142205,57
13981.0,358893196921809,Samsung A8/T295,142205,57
13981.0,358893196921510,Samsung A8/T295,142205,57
13981.0,358893196836759,Samsung A8/T295,142205,57
13981.0,358893196856842,Samsung A8/T295,142205,57
13981.0,358893196922807,Samsung A8/T295,142205,57
13981.0,358893196843680,Samsung A8/T295,142205,57
13981.0,358893196848200,Samsung A8/T295,142205,57
13981.0,358893199812195,Samsung A8/T295,142205,57
13981.0,358893199812377,Samsung A8/T295,142205,57
13981.0,358893199812120,Samsung A8/T295,142205,57
13981.0,358893199797412,Samsung A8/T295,142205,57
13981.0,358893199809704,Samsung A8/T295,142205,57
13981.0,358893199815800,Samsung A8/T295,142205,58
13981.0,358893199815933,Samsung A8/T295,142205,58
13981.0,358893199815354,Samsung A8/T295,142205,58
13981.0,358893199815347,Samsung A8/T295,142205,58
13981.0,358893199810017,Samsung A8/T295,142205,58
13981.0,358893199808862,Samsung A8/T295,142205,58
13981.0,358893199810058,Samsung A8/T295,142205,58
13981.0,358893199812492,Samsung A8/T295,142205,58
13981.0,358893199816592,Samsung A8/T295,142205,58
13981.0,358893199809811,Samsung A8/T295,142205,58
13981.0,358893199809845,Samsung A8/T295,142205,58
13981.0,358893199809852,Samsung A8/T295,142205,58
13981.0,358893199809878,Samsung A8/T295,142205,58
13981.0,358893199810793,Samsung A8/T295,142205,59
13981.0,358893199811494,Samsung A8/T295,142205,59
13981.0,358893199811114,Samsung A8/T295,142205,59
13981.0,358893199811130,Samsung A8/T295,142205,59
13981.0,358893199811049,Samsung A8/T295,142205,59
13981.0,358893199811478,Samsung A8/T295,142205,59
13981.0,358893199811353,Samsung A8/T295,142205,59
13981.0,358893199811411,Samsung A8/T295,142205,59
13981.0,358893199811320,Samsung A8/T295,142205,59
13981.0,358893199806965,Samsung A8/T295,142205,59
13981.0,358893199806882,Samsung A8/T295,142205,59
13981.0,358893199806825,Samsung A8/T295,142205,59
13981.0,358893199811213,Samsung A8/T295,142205,59
13981.0,358893199811189,Samsung A8/T295,142205,59
13981.0,358893199811700,Samsung A8/T295,142205,59
13981.0,358893199811601,Samsung A8/T295,142205,59
13981.0,358893199811585,Samsung A8/T295,142205,59
13981.0,358893199815081,Samsung A8/T295,142205,59
13981.0,358893199815024,Samsung A8/T295,142205,59
13981.0,358893199812591,Samsung A8/T295,142205,59
13981.0,358893199812567,Samsung A8/T295,142205,59
13981.0,358893199812500,Samsung A8/T295,142205,59
13981.0,358893199812187,Samsung A8/T295,142205,59
13981.0,358893199812039,Samsung A8/T295,142205,59
13981.0,358893199805850,Samsung A8/T295,142205,59
13981.0,358893199805827,Samsung A8/T295,142205,59
13981.0,358893199805777,Samsung A8/T295,142205,60
13981.0,358893199805744,Samsung A8/T295,142205,60
13981.0,358893199805736,Samsung A8/T295,142205,60
13981.0,358893199805538,Samsung A8/T295,142205,60
13981.0,358893199805132,Samsung A8/T295,142205,60
13981.0,358893199804432,Samsung A8/T295,142205,60
13981.0,358893199804150,Samsung A8/T295,142205,60
13981.0,358893199802741,Samsung A8/T295,142205,60
13981.0,358893199801222,Samsung A8/T295,142205,60
13981.0,358893199789492,Samsung A8/T295,142205,60
13981.0,358893199789146,Samsung A8/T295,142205,60
13981.0,358893199788759,Samsung A8/T295,142205,60
13981.0,358893199806759,Samsung A8/T295,142205,60
13981.0,358893199806726,Samsung A8/T295,142205,60
13981.0,358893199806684,Samsung A8/T295,142205,60
13981.0,358893199806585,Samsung A8/T295,142205,60
13981.0,358893199805959,Samsung A8/T295,142205,60
13981.0,358893199811874,Samsung A8/T295,142205,60
13981.0,358893199787504,Samsung A8/T295,142205,60
13981.0,358893199787629,Samsung A8/T295,142205,60
13981.0,358893199787405,Samsung A8/T295,142205,60
13981.0,358893199786571,Samsung A8/T295,142205,60
13981.0,358893199786217,Samsung A8/T295,142205,60
13981.0,358893199785797,Samsung A8/T295,142205,60
13981.0,358893199785417,Samsung A8/T295,142205,60
13981.0,358893199783362,Samsung A8/T295,142205,60
13981.0,358893196836999,Samsung A8/T295,142205,61
13981.0,358893199810165,Samsung A8/T295,142205,61
13981.0,358893199810264,Samsung A8/T295,142205,61
13981.0,358893199810314,Samsung A8/T295,142205,61
13981.0,358893199810322,Samsung A8/T295,142205,61
13981.0,358893199810421,Samsung A8/T295,142205,61
13981.0,358893199810454,Samsung A8/T295,142205,61
13981.0,358893199810496,Samsung A8/T295,142205,61
13981.0,358893199810538,Samsung A8/T295,142205,61
13981.0,358893199810561,Samsung A8/T295,142205,61
13981.0,358893199810090,Samsung A8/T295,142205,61
13981.0,358893199810660,Samsung A8/T295,142205,61
13981.0,358893199809233,Samsung A8/T295,142205,61
13981.0,358893199808730,Samsung A8/T295,142205,61
13981.0,358893199810678,Samsung A8/T295,142205,61
13981.0,358893199810736,Samsung A8/T295,142205,61
13981.0,358893199810819,Samsung A8/T295,142205,61
13981.0,358893199810827,Samsung A8/T295,142205,61
13981.0,358893199810918,Samsung A8/T295,142205,61
13981.0,358893199810926,Samsung A8/T295,142205,61
13981.0,358893199810975,Samsung A8/T295,142205,61
13981.0,358893199811023,Samsung A8/T295,142205,61
13981.0,358893199808508,Samsung A8/T295,142205,61
13981.0,358893199808466,Samsung A8/T295,142205,61
13981.0,358893199808433,Samsung A8/T295,142205,61
13981.0,358893199808268,Samsung A8/T295,142205,61
13981.0,358893199808698,Samsung A8/T295,142205,62
13981.0,358893199815164,Samsung A8/T295,142205,62
13981.0,358893199815099,Samsung A8/T295,142205,62
13981.0,358893199808599,Samsung A8/T295,142205,62
13981.0,358893199808680,Samsung A8/T295,142205,62
13981.0,358893199808755,Samsung A8/T295,142205,62
13981.0,358893199808896,Samsung A8/T295,142205,62
13981.0,358893199809035,Samsung A8/T295,142205,62
13981.0,358893199809050,Samsung A8/T295,142205,62
